mount_type,fixture_configuration,ero_vista_pole_size,pole_height_ft,wind_speed_mph,Alaskan Yellow Cedar Poles,Southern Yellow Pine Poles
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,115,22.05,33.97
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,120,19.17,30.09
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,130,14.4,23.65
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,140,10.61,18.54
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,150,7.55,14.41
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",20,160,5.04,11.03
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,115,16.31,27.07
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,120,13.8,23.66
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,130,9.62,17.96
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,140,6.31,13.45
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,150,3.63,9.8
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",22,160,1.44,6.82
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,115,11.62,21.41
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,120,9.39,18.34
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,130,5.67,13.23
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,140,2.72,9.18
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,150,0,5.92
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",24,160,0,3.25
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,115,7.2,16.04
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,120,5.22,13.29
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,130,1.92,8.74
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,140,0,5.12
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,150,0,2.21
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",26,160,0,0
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,115,3.45,11.55
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,120,1.66,9.07
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,130,0,4.94
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,140,0,1.66
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,150,0,0
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",28,160,0,0
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,115,0,7.19
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,120,0,4.96
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,130,0,1.24
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,140,0,0
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,150,0,0
BASE,Top Mount Fixture,"8-1/2"" x 8-1/4""",30,160,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,115,13.86,15.67
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,120,12.73,14.39
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,130,10.85,12.26
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,140,9.35,10.57
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,150,8.15,9.21
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",8,160,7.16,8.1
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,115,13.85,15.67
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,120,12.57,14.39
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,130,10.25,12.26
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,140,8.25,10.57
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,150,6.64,9.21
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",10,160,5.32,8.1
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,115,10.22,15.67
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,120,8.97,14.39
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,130,6.88,12.25
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,140,5.23,10.02
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,150,3.9,8.12
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",12,160,2.81,6.57
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,115,6.9,12.82
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,120,5.84,11.32
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,130,4.1,8.83
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,140,2.71,6.85
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,150,1.59,5.27
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",14,160,0.68,3.95
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,115,4.04,9.17
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,120,3.15,7.91
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,130,1.68,5.81
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,140,0.51,4.14
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,150,0,2.8
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",16,160,0,1.69
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,115,1.61,6.15
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,120,0.85,5.08
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,130,0,3.27
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,140,0,1.84
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,150,0,0.69
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",18,160,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,115,0,1.27
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,120,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,130,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,140,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,150,0,0
BASE,Two or More Side Mount Fixtures,"5"" x 5-1/2""",20,160,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,115,29.94,33.85
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,120,27.5,31.09
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,130,23.43,26.49
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,140,20.21,22.84
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,150,17.6,19.9
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",8,160,15.47,17.49
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,115,29.94,33.85
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,120,27.5,31.09
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,130,23.43,26.49
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,140,20.21,22.84
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,150,17.6,19.9
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",10,160,15.47,17.49
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,115,27.54,33.85
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,120,24.86,31.09
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,130,20.24,26.49
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,140,16.57,22.84
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,150,13.62,19.9
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",12,160,11.2,17.26
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,115,21.21,31.1
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,120,18.87,27.97
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,130,14.98,22.74
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,140,11.89,18.58
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,150,9.4,15.23
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",14,160,7.36,12.48
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,115,15.81,24.27
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,120,13.83,21.59
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,130,10.52,17.14
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,140,7.9,13.6
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,150,5.78,10.75
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",16,160,4.05,8.42
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,115,11.37,18.69
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,120,9.66,16.39
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,130,6.81,12.54
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,140,4.56,9.5
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,150,2.73,7.04
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",18,160,1.24,5.03
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,115,7.58,14.01
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,120,6.1,12
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,130,3.62,8.65
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,140,1.66,6
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,150,0,3.86
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",20,160,0,2.1
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,115,4.28,10
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,120,2.98,8.22
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,130,0.81,5.27
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,140,0,2.93
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,150,0,1.06
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",22,160,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,115,1.48,6.64
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,120,0,5.06
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,130,0,2.42
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,140,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,150,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",24,160,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,115,0,3.44
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,120,0,2.03
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,130,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,140,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,150,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",26,160,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,115,0,0.69
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,120,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,130,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,140,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,150,0,0
BASE,Two or More Side Mount Fixtures,"6-3/4"" x 6-3/4""",28,160,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,115,56.95,64.38
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,120,52.31,59.14
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,130,44.58,50.39
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,140,38.43,43.45
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,150,33.48,37.85
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",8,160,29.43,33.27
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,115,56.95,64.38
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,120,52.31,59.14
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,130,44.58,50.39
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,140,38.43,43.45
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,150,33.48,37.85
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",10,160,29.43,33.27
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,115,56.09,64.38
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,120,51.02,59.14
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,130,42.58,50.39
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,140,35.75,43.45
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,150,30.13,37.85
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",12,160,25.53,33.27
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,115,45.38,63.22
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,120,40.92,57.46
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,130,33.52,47.89
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,140,27.63,40.03
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,150,22.89,33.65
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",14,160,19,28.42
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,115,35.93,51.64
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,120,32.15,46.55
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,130,25.84,38.08
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,140,20.83,31.34
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,150,16.79,25.91
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",16,160,13.49,21.47
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,115,28.31,41.87
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,120,25.03,37.47
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,130,19.58,30.13
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,140,15.26,24.31
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,150,11.76,19.61
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",18,160,8.91,15.77
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,115,21.87,33.8
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,120,19.02,29.94
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,130,14.26,23.52
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,140,10.49,18.42
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,150,7.45,14.31
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",20,160,4.95,10.94
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,115,16.16,26.92
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,120,13.66,23.52
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,130,9.5,17.84
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,140,6.2,13.34
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,150,3.54,9.71
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",22,160,1.36,6.74
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,115,11.48,21.27
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,120,9.26,18.21
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,130,5.56,13.1
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,140,2.62,9.09
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,150,0,5.84
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",24,160,0,3.18
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,115,7.08,15.91
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,120,5.1,13.18
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,130,1.82,8.64
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,140,0,5.04
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,150,0,2.13
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",26,160,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,115,3.33,11.44
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,120,1.56,8.96
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,130,0,4.85
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,140,0,1.59
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,150,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",28,160,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,115,0,7.08
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,120,0,4.86
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,130,0,1.16
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,140,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,150,0,0
BASE,Two or More Side Mount Fixtures,"8-1/2"" x 8-1/4""",30,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,115,6.06,6.85
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,120,5.57,6.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,130,4.75,5.36
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,140,4.09,4.63
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,150,3.56,4.03
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",8,160,3.13,3.54
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,115,6.06,6.85
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,120,5.57,6.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,130,4.75,5.36
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,140,4.09,4.63
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,150,3.56,4.03
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",10,160,3.13,3.54
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,115,6.06,6.85
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,120,5.57,6.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,130,4.4,5.36
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,140,3.09,4.63
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,150,2.03,4.03
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",12,160,1.17,3.54
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,115,4.22,6.78
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,120,3.38,6.22
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,130,2,5.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,140,0.9,4.31
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,150,0,3.04
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",14,160,0,2.01
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,115,1.75,5.96
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,120,1.05,4.96
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,130,0,3.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,140,0,1.97
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,150,0,0.91
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",16,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,115,0,3.37
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,120,0,2.52
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,130,0,1.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",18,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,115,0,1.12
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,120,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,130,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,140,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,150,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"5"" x 5-1/2""",20,160,0,0
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",8,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",10,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,115,13.1,14.81
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,120,12.03,13.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,130,10.25,11.59
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,140,8.84,10
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,150,7.7,8.71
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",12,160,6.77,7.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,115,12.95,14.64
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,120,11.89,13.44
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,130,10.13,11.46
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,140,7.95,9.88
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,150,5.96,8.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",14,160,4.34,7.56
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,115,10.82,14.3
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,120,9.24,13.14
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,130,6.62,11.2
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,140,4.53,9.1
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,150,2.85,6.83
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",16,160,1.48,4.98
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,115,7.04,12.91
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,120,5.68,11.07
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,130,3.43,8.02
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,140,1.64,5.6
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,150,0,3.65
DIRECT EMBEDMENT,Single Side Mount Fixture,"6-3/4"" x 6-3/4""",18,160,0,2.04
